category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
hybrid,bubba fresh, happy, aroused, energetic, euphoric, focused ,,,,,, anxious, dizzy, dry eyes, dry mouth ,,1. citrus,2. coffee,3. earthy,1.0,pre-98 bubba kush,banana og,n,n,n,n,n
indica,bubba kush, relaxed, sleepy, happy, euphoric, hungry , stress, pain, insomnia, depression, lack of appetite , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. earthy,2. pungent,3. sweet,3197.0,og kush,n,n,n,n,n,n
indica,bubba og, relaxed, happy, sleepy, hungry, giggly , insomnia, stress, pain, lack of appetite, depression , dry eyes, dry mouth, dizzy, paranoid, headache ,1. sweet,2. citrus,3. tropical,292.0,pre-98 bubba kush,ghost og,n,n,n,n,n
hybrid,bubba tom hayes, happy, euphoric, uplifted, aroused, focused , depression, stress, lack of appetite, fatigue ,, dry eyes ,,,,,1. diesel,2. sweet,3. earthy,,pre-98 bubba kush,haze,n,n,n,n,n
hybrid,bubba x skunk, relaxed, creative, sleepy, talkative, euphoric , eye pressure, muscle spasms, depression, headaches, insomnia , dry mouth ,,,,,1. earthy,2. tea,3. diesel,6.0,bubba kush,skunk no 1,n,n,n,n,n
indica,bubbas bitch, hungry, relaxed, sleepy, tingly, uplifted ,,,,,,,,,,,1. earthy,2. flowery,3. rose,3.0,bubba kush,headband,n,n,n,n,n
indica,bubbas gift, relaxed, sleepy, happy, energetic, euphoric , stress, depression, pain, insomnia, spasticity , dry eyes, dry mouth, anxious, dizzy, paranoid ,1. earthy,2. butter,3. grapefruit,65.0,bubba kush,gods gift,n,n,n,n,n
hybrid,bubble bomb, creative, happy, relaxed, aroused, euphoric , stress ,,,,, dry eyes ,,,,,1. flowery,2. apricot,3. earthy,2.0,thc bomb,bubble gum,n,n,n,n,n
indica,bubble cheese, sleepy, happy, relaxed, creative, hungry , depression, insomnia, stress, pain, headaches , dry mouth, dry eyes, headache, dizzy ,,1. cheese,2. earthy,3. pungent,20.0,cheese,bubble gum,bubba kush,n,n,n,n
hybrid,bubble gum, happy, relaxed, euphoric, uplifted, creative , stress, depression, pain, insomnia, lack of appetite , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. sweet,2. flowery,3. berry,1015.0,n,n,n,n,n,n,n
hybrid,bubbleberry, happy, energetic, euphoric, uplifted, tingly , pain, depression, fatigue, stress, insomnia , dry mouth, headache, anxious, dry eyes, dizzy ,1. berry,2. flowery,3. skunk,164.0,bubble gum,blueberry,n,n,n,n,n
indica,bubblegum kush, relaxed, euphoric, happy, sleepy, uplifted , stress, depression, insomnia, pain, lack of appetite , dry mouth, dry eyes, dizzy, anxious, paranoid ,1. sweet,2. earthy,3. berry,342.0,bubble gum,n,n,n,n,n,n
hybrid,bubblegun, happy, euphoric, uplifted, focused, relaxed , stress, pain, insomnia, depression, nausea , dry mouth, dry eyes, headache, dizzy, paranoid ,1. sweet,2. earthy,3. mint,25.0,bubble gum,ak-47,n,n,n,n,n
hybrid,bubblicious, relaxed, happy, sleepy, focused, euphoric , depression, stress, pain, headaches, nausea , dry mouth, paranoid, dry eyes, dizzy, headache ,1. sweet,2. earthy,3. berry,64.0,bubble gum,n,n,n,n,n,n
indica,buckeye purple, relaxed, sleepy, euphoric, happy, aroused , insomnia, pain, stress, nausea, inflammation , dizzy ,,,,,1. grape,2. flowery,3. berry,23.0,granddaddy purple,n,n,n,n,n,n
sativa,buddha haze, energetic, creative, uplifted, happy, aroused , muscle spasms, stress, depression, pain, fatigue , dry mouth, dry eyes, anxious, dizzy, headache ,1. earthy,2. sweet,3. spicy/herbal,38.0,amnesia haze,n,n,n,n,n,n
indica,buddha tahoe, relaxed, happy, euphoric, creative, talkative , stress, depression, pain, muscle spasms, insomnia , dry eyes, dry mouth, headache, anxious, dizzy ,1. earthy,2. woody,3. citrus,100.0,tahoe og kush,n,n,n,n,n,n
hybrid,buddhas hand, energetic, euphoric, creative, aroused, talkative , depression, fatigue, stress, cramps, lack of appetite , dry mouth, dry eyes, anxious ,,,1. citrus,2. earthy,3. lemon,17.0,lemon thai,snow lotus,n,n,n,n,n
indica,buddhas sister, relaxed, happy, sleepy, euphoric, uplifted , stress, pain, depression, insomnia, inflammation , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. earthy,2. woody,3. spicy/herbal,147.0,afghan hawaiian,n,n,n,n,n,n
sativa,buddhas tooth, talkative, aroused, creative, energetic, euphoric , depression, fatigue, inflammation, nausea, stress , dry eyes, dry mouth ,,,,1. citrus,2. pine,3. violet,1,blue dream,n,n,n,n,n,n
sativa,buffalo bill, euphoric, relaxed, happy, creative, energetic , depression, stress, fatigue, headaches, pain , dry mouth, dry eyes, anxious, dizzy, headache ,1. earthy,2. pine,3. woody,,willys wonder,n,n,n,n,n,n
hybrid,bugatti og, relaxed, sleepy, euphoric, tingly, happy , insomnia, eye pressure, pain, stress, headaches , paranoid, dry mouth, dry eyes, anxious, dizzy ,1. earthy,2. pine,3. diesel,48.0,og kush,n,n,n,n,n,n
indica,burkle, relaxed, sleepy, hungry, euphoric, happy , stress, insomnia, lack of appetite, cramps, fatigue , dry mouth, dry eyes, anxious, dizzy, headache ,1. sweet,2. berry,3. spicy/herbal,47.0,pre-98 bubba kush,granddaddy purple,n,n,n,n,n
hybrid,burmese kush, relaxed, happy, uplifted, euphoric, sleepy , stress, depression, pain, insomnia, fatigue , dry mouth, headache, dizzy, dry eyes, paranoid ,1. earthy,2. pine,3. woody,162.0,n,n,n,n,n,n,n
hybrid,burnt cookies, relaxed, talkative, uplifted, euphoric, happy , eye pressure, headaches, stress ,,, dry mouth ,,,,,,,,4.0,fire og,girl scout cookies,n,n,n,n,n
indica,butter og, relaxed, hungry, giggly, happy, euphoric , depression, stress, nausea, pain, insomnia , dry eyes, dry mouth, dizzy ,,,1. butter,2. apple,3. chemical,27.0,n,n,n,n,n,n,n
indica,butterscotch, relaxed, sleepy, euphoric, focused, hungry , stress, pain, insomnia, depression, muscle spasms , dry mouth, dizzy, dry eyes, paranoid ,,1. sweet,2. woody,3. earthy,23.0,n,n,n,n,n,n,n
sativa,c13 haze, euphoric, creative, energetic, giggly, happy , pain, stress, muscle spasms, depression, nausea , dry mouth, dry eyes, dizzy, paranoid, headache ,1. earthy,2. pungent,3. chestnut,15.0,cannalope haze,g13,n,n,n,n,n
hybrid,c3, euphoric, giggly, happy, relaxed, talkative ,,,,,,,,,,,,,,2.0,chemdawg,n,n,n,n,n,n
hybrid,c3po, relaxed, sleepy, hungry, focused, uplifted , stress, insomnia, inflammation, pain, headaches , dry mouth ,,,,,1. pine,2. citrus,3. pungent,18.0,n,n,n,n,n,n,n
hybrid,c4, euphoric, happy, relaxed, focused, uplifted , stress, insomnia, eye pressure, depression, pain , dry mouth, dry eyes, headache, anxious, dizzy ,1. skunk,2. citrus,3. pine,91.0,cotton candy kush,shishkaberry,n,n,n,n,n
hybrid,cabbage patch, energetic, happy, uplifted, creative, focused , stress, depression, muscle spasms, fatigue, pain , anxious ,,,,,1. earthy,2. sweet,3. berry,22.0,cherry pie,durban poison,n,n,n,n,n
hybrid,cackleberry, happy, uplifted, focused, sleepy, euphoric , depression, stress, spasticity, fatigue, inflammation , dry eyes, dry mouth, dizzy ,,,1. grape,2. ammonia,3. chemical,11.0,cherry og,stardawg,n,n,n,n,n
indica,cactus, relaxed, creative, happy, uplifted, sleepy , pain, depression, insomnia, stress, lack of appetite , dry eyes, dry mouth, dizzy, paranoid, anxious ,1. earthy,2. sweet,3. tea,107.0,northern lights,afghani,n,n,n,n,n
hybrid,cactus cooler, happy, uplifted, euphoric, creative, focused , headaches, pain, stress, depression, inflammation , dry mouth, dry eyes, anxious, headache ,,1. citrus,2. earthy,3. orange,18.0,blue dream,og kush,n,n,n,n,n
indica,cadillac cookies, relaxed, sleepy, aroused, energetic, creative , headaches, lack of appetite, muscle spasms, spasticity ,, dry mouth ,,,,,1. sweet,2. berry,3. grapefruit,4.0,cadillac purple,platinum gsc,n,n,n,n,n
indica,cadillac purple, relaxed, sleepy, happy, euphoric, hungry , insomnia, pain, fatigue, stress, depression , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. grape,2. pine,3. earthy,144.0,blackberry kush,the black,purple urkle,n,n,n,n
hybrid,cali dragon, euphoric, happy, relaxed, uplifted, tingly , pain, stress, depression, insomnia, fatigue , dry eyes ,,,,,1. pine,2. woody,3. citrus,5.0,n,n,n,n,n,n,n
hybrid,cali gold, happy, relaxed, uplifted, sleepy, tingly , depression, pain, insomnia, inflammation, stress , dry mouth, dizzy, anxious, paranoid, dry eyes ,1. earthy,2. pine,3. lemon,62.0,n,n,n,n,n,n,n
hybrid,cali jack, happy, creative, energetic, euphoric, focused , stress, nausea, lack of appetite, depression, headaches , headache, paranoid ,,,,1. diesel,2. skunk,3. sweet,8.0,jack herer,pre-98 bubba kush,n,n,n,n,n
hybrid,cali kush, relaxed, happy, hungry, sleepy, uplifted , depression, lack of appetite, pain, stress, headaches , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. pine,2. earthy,3. woody,227.0,n,n,n,n,n,n,n
indica,california grapefruit, relaxed, happy, giggly, tingly, talkative , insomnia, lack of appetite, eye pressure, fatigue, headaches , dry mouth, dizzy, dry eyes, paranoid ,,1. grapefruit,2. citrus,3. lime,13.0,afghani,northern lights,skunk no 1,n,n,n,n
indica,california hash plant, hungry, talkative, happy, uplifted, relaxed , stress, inflammation, pain, cramps, lack of appetite , anxious, dry mouth, dry eyes, paranoid ,,1. citrus,2. earthy,3. lemon,9.0,hash plant,n,n,n,n,n,n
sativa,california limes, energetic, euphoric, focused, giggly, creative , depression ,,,,,,,,,,1. grape,2. lime,3. orange,2.0,n,n,n,n,n,n,n
hybrid,california love og, happy, energetic, euphoric, focused, relaxed , depression, fatigue, headaches, nausea, stress , dry mouth, dizzy, dry eyes ,,,1. citrus,2. chestnut,3. pine,7.0,pie face og,n,n,n,n,n,n
hybrid,california orange, happy, euphoric, relaxed, uplifted, energetic , depression, stress, pain, fatigue, insomnia , dry mouth, dizzy, dry eyes, anxious, paranoid ,1. citrus,2. orange,3. sweet,331.0,n,n,n,n,n,n,n
hybrid,california sour, euphoric, energetic, happy, focused, giggly , depression, stress, insomnia, lack of appetite, muscle spasms , dry mouth, anxious, dry eyes, paranoid ,,1. diesel,2. pungent,3. flowery,,mexican,afghani,n,n,n,n,n
hybrid,california sour diesel, creative, energetic, euphoric, focused, relaxed , depression, fatigue, inflammation, lack of appetite, stress ,,,,,,1. diesel,2. pepper,3. tar,2.0,headband,n,n,n,n,n,n
sativa,cambodian, relaxed, focused, sleepy, creative, energetic , eye pressure, fatigue ,,,, dry mouth, dry eyes, anxious, paranoid ,,1. earthy,2. tar,3. woody,13.0,n,n,n,n,n,n,n
sativa,cambodian haze, euphoric, happy, focused, uplifted, talkative , depression, stress, eye pressure, fatigue, headaches , dry mouth, dry eyes ,,,,1. citrus,2. sweet,3. earthy,8.0,cambodian,purple haze,n,n,n,n,n
hybrid,candy apple, focused, uplifted, energetic, happy, hungry , depression, fatigue, pain, headaches, insomnia , dizzy, anxious, dry mouth ,,,1. apple,2. pineapple,3. citrus,7.0,blueberry,pineapple,afghan kush,n,n,n,n
indica,candy cane, happy, relaxed, euphoric, sleepy, tingly , insomnia, headaches, pain, lack of appetite, inflammation , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. sweet,2. berry,3. pine,48.0,ak-47,white widow,mango,n,n,n,n
sativa,candy jack, energetic, uplifted, happy, creative, euphoric , depression, fatigue, stress, pain, eye pressure , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. sweet,2. pine,3. citrus,246.0,jack herer,skunk 1,n,n,n,n,n
sativa,candyland, happy, uplifted, energetic, relaxed, euphoric , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, anxious, paranoid, dizzy ,1. sweet,2. earthy,3. pungent,954.0,granddaddy purple,platinum gsc,n,n,n,n,n
hybrid,cannadential, euphoric, happy, uplifted, energetic, relaxed , pain, stress, depression, insomnia, nausea , dry mouth, dry eyes, headache, dizzy, paranoid ,1. woody,2. sweet,3. berry,56.0,cannalope haze,la confidential,n,n,n,n,n
sativa,cannalope haze, uplifted, happy, creative, relaxed, euphoric , stress, depression, pain, inflammation, fatigue , paranoid, anxious, dry eyes, dry mouth, headache ,1. citrus,2. mango,3. tropical,226.0,mexican,haze,n,n,n,n,n
hybrid,cannalope kush, happy, energetic, focused, uplifted, relaxed , stress, depression, pain, fatigue, headaches , dry eyes, anxious, dry mouth, paranoid, dizzy ,1. woody,2. sweet,3. earthy,140.0,cannalope haze,og 18,n,n,n,n,n
indica,cannasutra, relaxed, happy, euphoric, aroused, hungry , pain, stress, inflammation, insomnia, depression , dry mouth ,,,,,1. flowery,2. pepper,3. skunk,11.0,sensi star,n,n,n,n,n,n
hybrid,cannatonic, relaxed, happy, uplifted, focused, energetic , stress, pain, depression, inflammation, headaches , dry mouth, dry eyes, headache, anxious, paranoid ,1. earthy,2. citrus,3. woody,786.0,mk ultra,g13 haze,n,n,n,n,n
indica,capers, relaxed, uplifted, happy, hungry, sleepy , headaches, depression, muscle spasms, pain, insomnia , dry mouth ,,,,,1. pine,2. pungent,3. earthy,,burmese kush,n,n,n,n,n,n
hybrid,capleton, happy, giggly, euphoric, relaxed, aroused , eye pressure, pain, stress, depression, fatigue , dry mouth, dry eyes ,,,,1. lavender,2. skunk,3. chemical,4.0,white widow,n,n,n,n,n,n
hybrid,captain america og, relaxed, euphoric, uplifted, happy, focused , depression, stress, nausea, pain, eye pressure , dry mouth, anxious, dry eyes, paranoid ,,1. citrus,2. earthy,3. sweet,22.0,n,n,n,n,n,n,n
hybrid,captains cake, happy, relaxed, euphoric, focused, uplifted , depression, pain, stress, insomnia, inflammation , dry mouth, headache, dry eyes ,,,1. earthy,2. sweet,3. citrus,72.0,girl scout cookies,white fire alien og,n,n,n,n,n
hybrid,caramel cake, euphoric, happy, relaxed, sleepy, uplifted ,,,,,,,,,,,,,,,n,n,n,n,n,n,n
hybrid,caramel candy kush, relaxed, happy, creative, hungry, sleepy , pain, insomnia, lack of appetite, stress, headaches , dizzy, paranoid, dry mouth, dry eyes, anxious ,1. flowery,2. skunk,3. earthy,65.0,pre-98 bubba kush,ms universe,n,n,n,n,n
hybrid,caramel kona coffee cookies, aroused, creative, energetic, euphoric, focused ,,,,,, dry eyes, dry mouth ,,,,,,,2.0,caramel kona coffee kush,gsc,n,n,n,n,n
indica,caramel kona coffee kush, relaxed, sleepy, uplifted, euphoric, giggly , eye pressure, stress, pain, depression, inflammation , dry mouth, dry eyes, dizzy ,,,1. coffee,2. earthy,3. vanilla,8.0,kona gold,n,n,n,n,n,n
hybrid,caramelicious, relaxed, happy, euphoric, uplifted, focused , depression, stress, pain, nausea, insomnia , dry mouth, dry eyes, dizzy, headache, paranoid ,1. sweet,2. vanilla,3. honey,72.0,maple leaf indica,afghan kush,n,n,n,n,n
indica,caramella, euphoric, sleepy, aroused, relaxed, giggly , insomnia, pain, depression, stress, eye pressure , dry eyes, dizzy ,,,,1. apple,2. skunk,3. earthy,7.0,n,n,n,n,n,n,n
sativa,caramelo, happy, relaxed, uplifted, energetic, euphoric , depression, stress, lack of appetite, insomnia, headaches , dry mouth, dry eyes, paranoid, dizzy ,,1. woody,2. flowery,3. earthy,26.0,lavender,n,n,n,n,n,n
hybrid,carl sagan, creative, euphoric, happy, relaxed, focused , stress, depression, fatigue, muscle spasms, pain , dry mouth, dizzy, dry eyes ,,,1. sweet,2. chemical,3. tropical,28.0,pre-98 bubba kush,blue moon rocks,n,n,n,n,n
hybrid,carmel cough, energetic, euphoric, focused, creative ,, pain, stress, depression, seizures ,, dry mouth ,,,,,1. berry,2. sweet,3. pungent,1.0,the cough,ms universe,n,n,n,n,n
sativa,carnival, talkative, uplifted, energetic, euphoric, creative , depression, eye pressure, fatigue, insomnia, lack of appetite , dizzy, headache ,,,,1. earthy,2. pine,,10.0,haze,n,n,n,n,n,n
hybrid,carpet tape, aroused, relaxed, euphoric, hungry, sleepy , lack of appetite, pain, fatigue, headaches, cramps , dry mouth, dry eyes ,,,,1. diesel,2. pungent,3. citrus,5.0,gg4,rug burn og,n,n,n,n,n
indica,cascadia kush, relaxed, sleepy, tingly, aroused, uplifted , stress, pain, insomnia, depression, headaches , dizzy, dry mouth, headache, anxious, paranoid ,1. flowery,2. sweet,3. earthy,,alien kush,frankenstein,n,n,n,n,n
sativa,casey jones, happy, energetic, focused, uplifted, euphoric , depression, stress, pain, fatigue, insomnia , dry eyes, dry mouth, paranoid, anxious, dizzy ,1. earthy,2. citrus,3. diesel,432.0,trainwreck,thai,east coast sour diesel,n,n,n,n
hybrid,cashus clay, happy, uplifted, energetic, focused, relaxed , stress, pain, nausea, depression, fatigue , headache, dry eyes, dizzy, dry mouth ,,1. berry,2. earthy,3. pine,5.0,true og,bubble gum,master kush,n,n,n,n
indica,casper og, relaxed, euphoric, creative, sleepy, focused , stress, depression, pain, insomnia, headaches , dry eyes, dry mouth, paranoid ,,,1. earthy,2. woody,3. flowery,13.0,face off og,ghost og,n,n,n,n,n
sativa,cat piss, talkative, energetic, uplifted, happy, relaxed , stress, pain, depression, fatigue, lack of appetite , dry mouth, dry eyes, anxious, paranoid, headache ,1. pungent,2. ammonia,3. woody,294.0,super silver haze,n,n,n,n,n,n
hybrid,cataract kush, relaxed, sleepy, energetic, euphoric, happy , stress, pain, insomnia, depression, nausea , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. pungent,2. sweet,3. spicy/herbal,172.0,n,n,n,n,n,n,n
sativa,catfish, uplifted, energetic, euphoric, happy, focused , stress, pain, depression, fatigue, eye pressure , dry eyes, dry mouth, paranoid, anxious ,,1. lemon,2. woody,3. tobacco,25.0,n,n,n,n,n,n,n
hybrid,cbd blue shark, relaxed, happy, uplifted, focused, giggly , pain, stress, inflammation, depression, fatigue , dry eyes, dry mouth, anxious, dizzy, headache ,1. berry,2. tea,3. earthy,22.0,cbd shark,blue cheese,n,n,n,n,n
indica,cbd critical cure, relaxed, sleepy, giggly, happy, euphoric , stress, pain, muscle spasms, insomnia, depression , dry mouth, headache, dry eyes, paranoid, dizzy ,1. pungent,2. skunk,3. earthy,118.0,critical kush,n,n,n,n,n,n
indica,cbd critical mass, relaxed, happy, uplifted, sleepy, focused , stress, fatigue, pain, inflammation, muscle spasms , dry mouth, dry eyes, dizzy, anxious, paranoid ,1. earthy,2. woody,3. pepper,49.0,critical mass,n,n,n,n,n,n
hybrid,cbd kush, relaxed, happy, focused, uplifted, euphoric , stress, insomnia, pain, inflammation, depression , dizzy, dry eyes, dry mouth, headache ,,1. spicy/herbal,2. pungent,3. diesel,51.0,kandy kush,n,n,n,n,n,n
sativa,cbd lilly, relaxed, happy, energetic, euphoric, talkative , stress, headaches, fatigue ,,, dry mouth, dry eyes ,,,,1. spicy/herbal,2. citrus,,6.0,n,n,n,n,n,n,n
sativa,cbd lilly, relaxed, happy, energetic, euphoric, talkative , stress, headaches, fatigue ,,, dry mouth, dry eyes ,,,,1. spicy/herbal,2. citrus,,,n,n,n,n,n,n,n
hybrid,cbd og, happy, relaxed, focused, tingly, uplifted , inflammation, pain, muscle spasms, headaches, stress , dry mouth ,,,,,1. earthy,2. flowery,3. pine,5.0,sfv og,n,n,n,n,n,n
indica,cbd ox, aroused, happy, sleepy, euphoric, focused , stress, pain, depression, insomnia, inflammation , dizzy, dry eyes, dry mouth ,,,1. flowery,2. berry,3. sweet,4.0,the ox,n,n,n,n,n,n
sativa,cbd rich blessing, aroused, focused, happy, relaxed, uplifted , depression, stress ,,,,,,,,,,,,1.0,acdc,good medicine,n,n,n,n,n
indica,cbd shark, relaxed, sleepy, focused, happy, creative , fatigue, pain, inflammation, stress, depression , dry mouth, dry eyes, dizzy, anxious, paranoid ,1. pine,2. mint,3. earthy,92.0,shark shock,n,n,n,n,n,n
hybrid,cello sweet og, relaxed, sleepy, creative, euphoric, focused , fatigue ,,,,, dizzy ,,,,,1. sweet,2. honey,3. pineapple,,flo,n,n,n,n,n,n
sativa,central american, euphoric, hungry, uplifted, energetic, tingly , depression, eye pressure, lack of appetite, headaches, pain , dry mouth, anxious, paranoid, dizzy, dry eyes ,1. earthy,2. grape,3. mango,,n,n,n,n,n,n,n
sativa,cerebro haze, happy, relaxed, uplifted, creative, energetic , depression, lack of appetite, stress ,,, dry eyes ,,,,,1. citrus,2. diesel,3. lemon,5.0,n,n,n,n,n,n,n
hybrid,chairman chem sou, energetic, happy, uplifted, creative, euphoric , depression, pain, stress, insomnia, muscle spasms , dry mouth, dizzy, dry eyes ,,,1. chemical,2. citrus,3. diesel,5.0,chemdawg,sour og,n,n,n,n,n
hybrid,champagne diesel, euphoric, uplifted, creative, happy, relaxed , stress, depression, inflammation ,,, dry mouth ,,,,,1. sweet,,,4.0,sour diesel,champagne kush,n,n,n,n,n
hybrid,champagne kush, relaxed, uplifted, happy, energetic, euphoric , depression, pain, stress, muscle spasms, eye pressure , dry mouth, dry eyes, dizzy, anxious, headache ,1. lavender,2. skunk,3. earthy,163.0,hash plant,burmese kush,n,n,n,n,n
hybrid,charlie sheen, happy, relaxed, uplifted, euphoric, sleepy , stress, pain, depression, insomnia, eye pressure , dry mouth, headache, dry eyes, paranoid, dizzy ,1. lemon,2. earthy,3. citrus,160.0,og kush,green crack,blue dream,n,n,n,n
sativa,charlottes web, relaxed, happy, uplifted, focused, energetic , stress, pain, depression, inflammation, muscle spasms , dry mouth, dry eyes, headache, dizzy, paranoid ,1. earthy,2. woody,3. flowery,252.0,n,n,n,n,n,n,n
hybrid,cheese, relaxed, happy, euphoric, uplifted, hungry , pain, stress, depression, insomnia, lack of appetite , dry mouth, dry eyes, dizzy, paranoid, headache ,1. cheese,2. pungent,3. earthy,1499.0,skunk 1,n,n,n,n,n,n
hybrid,cheese candy, happy, euphoric, relaxed, uplifted, creative , stress, lack of appetite, pain, depression, insomnia , dizzy, dry mouth, dry eyes, anxious, paranoid ,1. cheese,2. sweet,3. berry,61.0,cheese,caramelo,n,n,n,n,n
hybrid,cheese candy, happy, euphoric, relaxed, uplifted, creative , stress, lack of appetite, pain, depression, insomnia , dizzy, dry mouth, dry eyes, anxious, paranoid ,1. cheese,2. sweet,3. berry,,cheese,caramelo,n,n,n,n,n
