,category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
146,indica,anesthesia, relaxed, sleepy, happy, euphoric, uplifted , pain, stress, insomnia, depression, muscle spasms , dry mouth, dry eyes, dizzy, paranoid, headache , 1. earthy, 2. pungent, 3. woody ,48.0,herijuana,afghan skunk,n,n,n,n,n
147,indica,angel og, sleepy, relaxed, euphoric, uplifted, happy , insomnia, pain, stress, fatigue, muscle spasms , dry mouth, dry eyes, dizzy, anxious, headache , 1. pungent, 2. berry, 3. diesel ,24.0,og kush,blackberry,n,n,n,n,n
148,hybrid,angelica,,,,,,,,,,,,,,,,,,,,hells og,n,n,n,n,n,n
149,hybrid,animal blues, focused, uplifted, euphoric, talkative, relaxed , spasticity, pain, stress, cramps, headaches , dry mouth ,,,,, 1. earthy, 2. chestnut, 3. sweet ,9.0,animal cookies,n,n,n,n,n,n
150,hybrid,animal blues, focused, uplifted, euphoric, talkative, relaxed , spasticity, pain, stress, cramps, headaches , dry mouth ,,,,, 1. earthy, 2. chestnut, 3. sweet ,,animal cookies,n,n,n,n,n,n
151,hybrid,animal gas, euphoric, creative, happy, relaxed, uplifted , depression, fatigue, headaches, insomnia, nausea ,,,,,, 1. diesel, 2. chemical, 3. earthy ,4.0,chemdog 91,animal cookies,n,n,n,n,n
152,hybrid,animal mint,,,,,,,,,,,,,,,,,,,4.0,animal cookies,thin mint gsc,n,n,n,n,n
153,hybrid,animal sherbert, aroused, energetic, euphoric, focused, giggly ,,,,,, anxious, dizzy, dry eyes, dry mouth, paranoid , 1. earthy, 2. nutty, 3. pungent ,1.0,animal cookies,sherbert,n,n,n,n,n
154,indica,anonymous og, relaxed, sleepy, happy, euphoric, hungry , eye pressure, insomnia, lack of appetite, nausea, stress , paranoid, dry mouth, dizzy, dry eyes ,, 1. earthy, 2. citrus, 3. diesel ,13.0,n,n,n,n,n,n,n
155,indica,anubis, relaxed, euphoric, uplifted, talkative, happy , stress, depression, pain, insomnia, fatigue , anxious, dry eyes, dry mouth ,,, 1. grape, 2. lime, 3. citrus ,7.0,somango,wembley,n,n,n,n,n
156,hybrid,ape shit, happy, giggly, uplifted, relaxed, euphoric , depression, eye pressure, insomnia, stress, headaches , dry mouth, dry eyes ,,,, 1. grape, 2. sweet, 3. blueberry ,7.0,purple urkle,acapulco gold,cinderella 99,n,n,n,n
157,hybrid,apollo 11, tingly, euphoric, uplifted, relaxed, aroused , stress, pain, insomnia, inflammation, muscle spasms , dry mouth, dizzy, anxious, dry eyes, headache , 1. citrus, 2. pine, 3. pungent ,67.0,cinderella 99,jack herer,n,n,n,n,n
159,hybrid,apollo 13, uplifted, relaxed, aroused, euphoric, happy , stress, pain, fatigue, nausea, cramps , dizzy, dry mouth, dry eyes, paranoid, headache , 1. earthy, 2. pungent, 3. woody ,147.0,jack herer,n,n,n,n,n,n
161,hybrid,apollo 13 haze, creative, energetic, euphoric, focused, happy , depression, fatigue ,,,, anxious, dry eyes ,,,, 1. citrus, 2. earthy, 3. flowery ,1.0,apollo 13,cinderella 99,super silver haze,n,n,n,n
163,hybrid,apollo haze, euphoric, relaxed, talkative, uplifted, creative ,,,,,, dry eyes, dry mouth, headache ,,, 1. cheese, 2. chemical, 3. citrus ,4.0,super silver haze,cinderella 99,n,n,n,n,n
165,hybrid,appalachia, relaxed, happy, uplifted, hungry, euphoric , pain, stress, inflammation, nausea, insomnia , dry mouth, dry eyes, anxious, paranoid ,, 1. skunk, 2. earthy, 3. pine ,25.0,green crack,tres dawg,n,n,n,n,n
167,sativa,appalachian power, euphoric, creative, focused, energetic, happy ,,,,,,,,,,, 1. grape, 2. tropical, 3. citrus ,6.0,island sweet skunk,white widow,lifesaver,n,n,n,n
169,hybrid,apple jack, relaxed, uplifted, happy, focused, euphoric , depression, stress, pain, insomnia, nausea , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. apple, 2. earthy, 3. sweet ,69.0,jack herer,white widow,n,n,n,n,n
171,hybrid,apple kush, euphoric, happy, uplifted, relaxed, creative , stress, depression, pain, insomnia, cramps , dry eyes, dry mouth, dizzy, headache, anxious , 1. apple, 2. diesel, 3. sweet ,45.0,sour diesel,pure kush,n,n,n,n,n
173,indica,appleberry, relaxed, happy, uplifted, hungry, euphoric , stress, depression, pain, muscle spasms, fatigue , dry mouth, anxious, paranoid ,,, 1. apple, 2. flowery, 3. blueberry ,11.0,dynamite,bubblicious,white widow,n,n,n,n
174,hybrid,apricot jelly,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
175,sativa,arabian gold, sleepy, relaxed, euphoric, creative, hungry , stress, insomnia, pain ,,, dry mouth, dry eyes, dizzy, paranoid ,,,,,11.0,n,n,n,n,n,n,n
176,hybrid,arctic sun, creative, relaxed, energetic, euphoric, focused , stress ,,,,,,,,,, 1. ammonia, 2. skunk ,,,skunk no 1,white widow,n,n,n,n,n
177,hybrid,arcticblue, relaxed, happy, creative, euphoric, aroused , stress, insomnia, pain, depression, inflammation , dry mouth, anxious, dry eyes, dizzy ,, 1. blueberry, 2. sweet, 3. earthy ,21.0,dj short blueberry,n,n,n,n,n,n
178,hybrid,area 51, uplifted, euphoric, happy, focused, creative , stress, depression, pain, headaches, fatigue , dry mouth, dizzy, dry eyes, headache ,, 1. pungent, 2. sweet, 3. lavender ,41.0,n,n,n,n,n,n,n
179,hybrid,argvana heat,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
180,indica,argyle, happy, relaxed, sleepy, uplifted, creative , stress, muscle spasms, insomnia, pain, inflammation , dizzy, dry mouth, dry eyes ,,, 1. spicy/herbal, 2. earthy, 3. woody ,29.0,afghani,sensi star,n,n,n,n,n
181,sativa,arjans strawberry haze, energetic, uplifted, creative, talkative, happy , depression, stress, pain, lack of appetite, fatigue , dry mouth, dry eyes, paranoid, dizzy, headache , 1. strawberry, 2. sweet, 3. berry ,115.0,northern lights 5,haze,kali mist,swiss sativa,n,n,n
182,sativa,arjans ultra haze 1, euphoric, uplifted, creative, aroused, tingly , stress, lack of appetite, headaches, muscle spasms, fatigue , dry eyes, dry mouth, dizzy, paranoid ,, 1. mint, 2. pepper, 3. earthy ,13.0,nevilles haze,south asian sativa,n,n,n,n,n
183,hybrid,armageddon, happy, relaxed, hungry, sleepy, tingly , pain, stress, depression, nausea, headaches , dry mouth, dizzy, dry eyes, paranoid, anxious , 1. citrus, 2. earthy, 3. woody ,43.0,n,n,n,n,n,n,n
184,hybrid,armagnac, relaxed, sleepy, giggly, happy, hungry , insomnia, stress ,,,, dry mouth, dizzy ,,,, 1. earthy, 2. flowery, 3. skunk ,,the white,grape kush,n,n,n,n,n
185,hybrid,ash, relaxed, happy, uplifted, euphoric, creative , stress, pain, eye pressure, lack of appetite, headaches , dry mouth, dry eyes, anxious, dizzy, headache , 1. pungent, 2. skunk, 3. spicy/herbal ,,afghan skunk,afghan haze,n,n,n,n,n
186,sativa,asian fantasy, creative, energetic, relaxed, euphoric, happy , pain, depression, fatigue, cramps, stress , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. flowery, 2. vanilla, 3. earthy ,52.0,n,n,n,n,n,n,n
187,hybrid,aspen og, focused, happy, relaxed, hungry, talkative , headaches, stress, depression, fatigue, inflammation ,,,,,, 1. spicy/herbal, 2. blueberry, 3. earthy ,8.0,sour cream,sfv og kush,n,n,n,n,n
188,hybrid,astral works, energetic, focused, uplifted, creative, relaxed , pain, depression, stress ,,, anxious ,,,,, 1. earthy, 2. flowery, 3. spicy/herbal ,3.0,harle-tsu,tangerine haze,n,n,n,n,n
189,sativa,astroboy, energetic, happy, focused, creative, uplifted , depression, stress, fatigue, pain, eye pressure , dry eyes, anxious, dry mouth, dizzy, paranoid , 1. citrus, 2. flowery, 3. sweet ,30.0,apollo 13,ortega,cinderella 99,n,n,n,n
190,indica,athabasca, happy, uplifted, talkative, relaxed, giggly , stress, seizures, depression, fatigue, headaches , dry mouth, dry eyes, anxious, dizzy, headache , 1. earthy, 2. mint, 3. apricot ,5.0,harlequin,jack the ripper,n,n,n,n,n
191,hybrid,atmosphere, euphoric, uplifted, happy, creative, relaxed , depression, stress, lack of appetite, pain, fatigue , dry eyes, dry mouth, anxious ,,, 1. flowery, 2. pungent, 3. woody ,18.0,white widow,og kush,n,n,n,n,n
192,hybrid,atomic, happy, relaxed, euphoric, creative, energetic , depression, fatigue, stress, insomnia, inflammation , dry mouth, dry eyes ,,,, 1. earthy, 2. sweet, 3. woody ,9.0,og kush,chemdawg,thc bomb,n,n,n,n
193,hybrid,atomic bomb,,,,,,,,,,,,,,,,,,,,chemdog,thc bomb,n,n,n,n,n
194,hybrid,atomic goat, uplifted, giggly, happy, relaxed, energetic , stress, depression, insomnia, pain, headaches , dry eyes, dry mouth ,,,, 1. spicy/herbal, 2. nutty, 3. sage ,,golden goat,chernobyl,n,n,n,n,n
195,hybrid,atomic northern lights, happy, relaxed, hungry, aroused, euphoric , stress, pain, depression, nausea, headaches , dry mouth, dry eyes, dizzy, paranoid, headache , 1. sweet, 2. earthy, 3. pine ,108.0,afghani,thai haze,northern lights,n,n,n,n
196,sativa,atomical haze, uplifted, euphoric, relaxed, happy, energetic , stress, pain, depression, fatigue, inflammation , dry mouth, dizzy, dry eyes ,,, 1. pungent, 2. skunk, 3. earthy ,24.0,haze,south indian indica,n,n,n,n,n
197,indica,aurora borealis, relaxed, happy, sleepy, uplifted, talkative , insomnia, lack of appetite, pain, stress, depression , dry mouth, dry eyes ,,,, 1. earthy, 2. woody, 3. flowery ,35.0,northern lights,skunk no 1,n,n,n,n,n
198,indica,aurora indica, relaxed, sleepy, happy, euphoric, uplifted , stress, pain, muscle spasms, insomnia, depression , dry eyes, dry mouth, anxious, paranoid, dizzy , 1. earthy, 2. woody, 3. spicy/herbal ,95.0,afghani,northern lights,n,n,n,n,n
199,hybrid,avalon, focused, aroused, hungry, tingly, giggly , pain, nausea, stress, insomnia ,, dizzy, dry mouth, paranoid, headache ,, 1. blueberry, 2. earthy, 3. nutty ,,afghani,blueberry,n,n,n,n,n
200,hybrid,avi, relaxed, focused, happy, creative, uplifted , depression, fatigue, inflammation, insomnia, muscle spasms , dry mouth, dry eyes, paranoid ,,, 1. earthy, 2. pungent ,,6.0,n,n,n,n,n,n,n
201,indica,ayahuasca purple, relaxed, sleepy, creative, hungry, happy , stress, pain, depression, insomnia, nausea , dry eyes, dry mouth, dizzy, anxious ,, 1. earthy, 2. woody, 3. nutty ,45.0,master kush,n,n,n,n,n,n
202,hybrid,aymi,,,,,,,,,,,,,,,,,,,,cherry pie kush,n,n,n,n,n,n
203,hybrid,azure haze, relaxed, happy, uplifted, euphoric, focused , depression, stress, insomnia, pain, lack of appetite , dry mouth, dizzy, anxious, dry eyes ,, 1. sweet, 2. blueberry, 3. berry ,,blueberry,super silver haze,n,n,n,n,n
204,indica,bb king, relaxed, hungry, euphoric, sleepy, creative , muscle spasms, stress, insomnia, inflammation, headaches , dry mouth, paranoid ,,,, 1. berry, 2. lemon, 3. citrus ,16.0,blackberry kush,n,n,n,n,n,n
205,hybrid,b4, relaxed, uplifted, energetic, euphoric, creative , stress, depression, pain, headaches, muscle spasms , anxious, dry eyes, dry mouth ,,, 1. citrus, 2. lime, 3. lemon ,16.0,blue dream,chemdawg 4,n,n,n,n,n
206,hybrid,bc big bud, relaxed, euphoric, happy, uplifted, creative , stress, pain, depression, lack of appetite, insomnia , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. earthy, 2. sweet, 3. pungent ,74.0,big bud,n,n,n,n,n,n
207,hybrid,bc roadkill, euphoric, happy, uplifted, creative, energetic , stress, pain, depression, nausea, fatigue , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. citrus, 2. tropical, 3. pungent ,31.0,deep chunk,skunk 1,n,n,n,n,n
208,indica,bc sweet tooth, creative, happy, relaxed, focused, uplifted , insomnia, depression, stress, nausea, pain , dry mouth, headache, dizzy, dry eyes, paranoid , 1. sweet, 2. flowery, 3. grape ,,sweet tooth,n,n,n,n,n,n
209,hybrid,bog bubble, relaxed, hungry, sleepy, tingly, happy , stress, insomnia, pain, depression, cramps , dry eyes, dry mouth ,,,, 1. flowery, 2. berry, 3. blueberry ,,bubble gum,n,n,n,n,n,n
211,hybrid,bsc, relaxed, giggly, euphoric, happy, hungry , depression, stress, lack of appetite, insomnia, eye pressure , dry mouth, dry eyes, anxious, dizzy, headache , 1. sweet, 2. vanilla, 3. earthy ,49.0,n,n,n,n,n,n,n
213,hybrid,bad azz kush,,,,,,,,,,,,,,,,,,,2.0,og kush,purple urkle,afghan kush,n,n,n,n
215,indica,bakerstreet, relaxed, euphoric, focused, happy, sleepy , pain, depression, stress, insomnia, lack of appetite , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. earthy, 2. woody, 3. diesel ,25.0,hindu kush,n,n,n,n,n,n
217,hybrid,balmoral, happy, relaxed, focused, creative, uplifted , stress, fatigue, depression, pain, headaches , dry mouth, dry eyes, anxious, headache ,, 1. earthy, 2. cheese, 3. pungent ,25.0,skunk 1,n,n,n,n,n,n
219,hybrid,banana bread, tingly, happy, relaxed, sleepy, euphoric , stress, fatigue, depression, pain, headaches , dry mouth, anxious, headache ,,, 1. earthy, 2. chemical, 3. coffee ,9.0,purple kush,n,n,n,n,n,n
221,indica,banana candy, relaxed, giggly, sleepy, hungry, euphoric , stress, pain, lack of appetite, nausea, insomnia , headache, dry mouth, dry eyes, dizzy, paranoid , 1. sweet, 2. tropical, 3. mango ,25.0,n,n,n,n,n,n,n
223,hybrid,banana cream og, creative, relaxed, happy, euphoric, uplifted , stress, depression, pain, muscle spasms, nausea , dry eyes, dry mouth, dizzy ,,, 1. pine, 2. citrus, 3. sweet ,22.0,blue dream,banana og,n,n,n,n,n
224,hybrid,banana diesel, happy, relaxed, euphoric, uplifted, focused , stress, pain, depression, fatigue, headaches , dry mouth, dry eyes, dizzy, headache, paranoid , 1. diesel, 2. tropical, 3. berry ,81.0,banana kush,super sour diesel,n,n,n,n,n
225,indica,banana hammock r1, relaxed, sleepy, hungry, euphoric, happy , pain, stress, insomnia, nausea, lack of appetite , dry eyes, dry mouth, headache ,,, 1. sweet, 2. tree fruit, 3. citrus ,18.0,grape god,n,n,n,n,n,n
226,hybrid,banana kush, relaxed, happy, euphoric, uplifted, talkative , stress, pain, depression, insomnia, inflammation , dry mouth, dry eyes, dizzy, headache, paranoid , 1. sweet, 2. tropical, 3. tree fruit ,995.0,ghost og,skunk haze,n,n,n,n,n
227,hybrid,banana mango,,,,,,,,,,,,,,,,,,,,banana og,blueberry muffin,n,n,n,n,n
228,hybrid,banana og, relaxed, euphoric, sleepy, happy, tingly , pain, stress, insomnia, depression, inflammation , dry mouth, dry eyes, dizzy, anxious, headache , 1. earthy, 2. sweet, 3. tree fruit ,431.0,og kush,n,n,n,n,n,n
229,hybrid,banana peel, relaxed, euphoric, uplifted, happy, creative , pain, depression, fatigue, headaches, stress ,,,,,, 1. sweet, 2. tree fruit, 3. diesel ,,banana og,n,n,n,n,n,n
230,hybrid,banana punch 9, happy, relaxed, tingly ,,,,,,,, dry mouth ,,,,,,,,1.0,banana og,purple punch,n,n,n,n,n
231,hybrid,banana split, euphoric, relaxed, happy, focused, uplifted , stress, pain, depression, fatigue, inflammation , dry eyes, dry mouth, anxious, dizzy, paranoid , 1. citrus, 2. tropical, 3. sweet ,58.0,tangie,n,n,n,n,n,n
232,hybrid,bananas, uplifted, euphoric, creative, relaxed, happy , stress, depression, pain, insomnia, lack of appetite , anxious, dry mouth, dry eyes, paranoid, dizzy , 1. tropical, 2. sweet, 3. tree fruit ,28.0,n,n,n,n,n,n,n
233,hybrid,bandana, euphoric, happy, hungry, relaxed, creative , depression, fatigue, pain, stress, headaches , dry mouth, dry eyes ,,,, 1. sweet, 2. earthy, 3. pungent ,,707 headband,banana og,n,n,n,n,n
234,sativa,bangi haze, euphoric, uplifted, relaxed, creative, energetic , depression, stress, lack of appetite, pain, fatigue , dry mouth, dry eyes, paranoid ,,, 1. berry, 2. skunk, 3. pungent ,4.0,nepalese,n,n,n,n,n,n
235,hybrid,bango, focused, relaxed, uplifted, creative, energetic , depression, insomnia, lack of appetite, nausea ,,,,,,, 1. pungent, 2. chemical, 3. citrus ,6.0,white fire alien og,mango kush,n,n,n,n,n
236,hybrid,banjo, creative, euphoric, relaxed, happy, uplifted , stress, pain, depression, insomnia, nausea , dry eyes, anxious, paranoid, dry mouth, dizzy , 1. diesel, 2. pungent, 3. cheese ,19.0,tangelo,n,n,n,n,n,n
237,indica,barbara bud, relaxed, happy, sleepy, giggly, uplifted , stress, insomnia, depression, lack of appetite, headaches , dry mouth, dry eyes, dizzy, anxious, headache , 1. sweet, 2. citrus, 3. earthy ,37.0,shishkaberry,afghani,n,n,n,n,n
238,hybrid,batgirl, relaxed, euphoric ,,,, depression, inflammation, muscle spasms, pain, stress , dry mouth ,,,,,,,,,jacks cleaner,blueberry,n,n,n,n,n
239,indica,batman og, relaxed, happy, euphoric, sleepy, uplifted , insomnia, depression, lack of appetite, pain, eye pressure , dry mouth, dry eyes ,,,, 1. skunk, 2. pungent, 3. pine ,15.0,n,n,n,n,n,n,n
240,sativa,bay 11, energetic, focused, creative, happy, talkative , spasticity, depression, stress, pain, lack of appetite , dry mouth, anxious, dizzy, paranoid, dry eyes , 1. earthy, 2. sweet, 3. pine ,100.0,appalachia,n,n,n,n,n,n
241,sativa,bay dream, focused, happy, euphoric, uplifted, aroused , stress, depression, pain, lack of appetite, fatigue , dry mouth, anxious, headache, dry eyes, paranoid , 1. flowery, 2. sweet, 3. citrus ,100.0,n,n,n,n,n,n,n
242,hybrid,bay lotus,,,,,,,,,,,,,,,,,,,,bay 11,white lotus,n,n,n,n,n
243,hybrid,bay platinum cookies,,,,,,,,,,,,,,,,,,,,bay 11,platinum gsc,n,n,n,n,n
244,hybrid,bazooka joe g, focused, creative, aroused, happy, hungry , depression, pain, stress, cramps, fatigue , dizzy, dry eyes, dry mouth ,,, 1. berry, 2. flowery, 3. sweet ,2.0,bubble gum,face off og,n,n,n,n,n
245,hybrid,bear dance, happy, uplifted, euphoric, relaxed, energetic , stress, depression, pain, fatigue, eye pressure , dry eyes, dry mouth, anxious, paranoid, dizzy , 1. sweet, 2. pungent, 3. citrus ,31.0,pure kush,n,n,n,n,n,n
246,indica,beckwourth bud, relaxed, sleepy, talkative, hungry, focused , inflammation, insomnia, muscle spasms, pain, spasticity , dizzy, dry eyes, dry mouth ,,, 1. nutty, 2. spicy/herbal, 3. coffee ,1.0,black roses,lost sierra night nurse,n,n,n,n,n
247,hybrid,bedford glue, aroused, happy, euphoric, giggly, relaxed , eye pressure, inflammation, muscle spasms, pain, lack of appetite , paranoid, dry mouth ,,,, 1. woody, 2. earthy, 3. ammonia ,5.0,gorilla glue 1,highwayman,n,n,n,n,n
248,indica,bedica, relaxed, sleepy, happy, focused, hungry , pain, inflammation, insomnia, stress, headaches , dry mouth, dry eyes, dizzy, headache ,, 1. woody, 2. chemical, 3. citrus ,16.0,n,n,n,n,n,n,n
249,sativa,bediol, relaxed, sleepy, uplifted, creative, energetic , stress, pain, headaches, inflammation, depression , anxious, dry eyes ,,,, 1. citrus, 2. earthy, 3. lemon ,14.0,n,n,n,n,n,n,n
250,indica,bell ringer, relaxed, sleepy, hungry, euphoric, tingly , insomnia, lack of appetite, pain, stress, headaches , dry mouth, dry eyes ,,,, 1. citrus, 2. pungent, 3. pine ,6.0,hindu skunk,stardawg,pre-98 bubba kush,n,n,n,n
251,hybrid,belladonna, euphoric, energetic, hungry, happy, uplifted , stress, depression, pain, fatigue, insomnia , paranoid, dry mouth, dizzy, dry eyes, anxious , 1. earthy, 2. nutty, 3. tar ,28.0,super skunk,n,n,n,n,n,n
252,sativa,berkeley, uplifted, energetic, happy, creative, euphoric , stress, depression, nausea, lack of appetite, pain , anxious, dry eyes, dry mouth, paranoid, headache , 1. citrus, 2. pungent, 3. sweet ,21.0,n,n,n,n,n,n,n
253,hybrid,bermuda sour, hungry, relaxed, uplifted, energetic, focused , depression, lack of appetite ,,,, dry eyes ,,,,, 1. citrus, 2. diesel, 3. sweet ,,east coast sour diesel,triangle kush,n,n,n,n,n
254,hybrid,berry bomb, relaxed, focused, happy, euphoric, tingly , depression, pain, eye pressure, stress, insomnia , dry mouth, anxious, dry eyes, paranoid, dizzy , 1. berry, 2. blueberry, 3. pine ,63.0,blueberry,n,n,n,n,n,n
